Script started on 2022-12-06 22:26:43-07:00 [TERM="xterm-256color" TTY="/dev/pts/29" COLUMNS="80" LINES="24"]
]0;shaheryar.syed@csa3:~/Documents/Assignment6 [?2004hshaheryar.syed@csa3:~/Documents/Assignment6$ ls
[?2004l
[0m[01;32ma6[0m  a6.asm  a6.s  input.bin  script.txt
]0;shaheryar.syed@csa3:~/Documents/Assignment6 [?2004hshaheryar.syed@csa3:~/Documents/Assignment6$ ./a6
[?2004l
Incorrect usage. Format: ./a6 file.bin
]0;shaheryar.syed@csa3:~/Documents/Assignment6 [?2004hshaheryar.syed@csa3:~/Documents/Assignment6$ ./a6 input.bin
[?2004l
Input:		Sin(x):		Cos(x)
 0.0000000000	 0.0000000000  	 1.0000000000
 0.2500000000	 0.0043633093  	 0.9999904807
 0.5000000000	 0.0087265355  	 0.9999619231
 0.7500000000	 0.0130895956  	 0.9999143276
 1.0000000000	 0.0174524064  	 0.9998476952
 1.2500000000	 0.0218148850  	 0.9997620271
 1.5000000000	 0.0261769483  	 0.9996573250
 1.7500000000	 0.0305385132  	 0.9995335908
 2.0000000000	 0.0348994967  	 0.9993908270
 2.2500000000	 0.0392598158  	 0.9992290362
 2.5000000000	 0.0436193874  	 0.9990482216
 2.7500000000	 0.0479781285  	 0.9988483865
 3.0000000000	 0.0523359562  	 0.9986295348
 3.2500000000	 0.0566927876  	 0.9983916706
 3.5000000000	 0.0610485395  	 0.9981347984
 3.7500000000	 0.0654031292  	 0.9978589232
 4.0000000000	 0.0697564737  	 0.9975640503
 4.2500000000	 0.0741084902  	 0.9972501851
 4.5000000000	 0.0784590957  	 0.9969173337
 4.7500000000	 0.0828082075  	 0.9965655025
 5.0000000000	 0.0871557427  	 0.9961946981
 5.2500000000	 0.0915016187  	 0.9958049276
 5.5000000000	 0.0958457525  	 0.9953961984
 5.7500000000	 0.1001880616  	 0.9949685183
 6.0000000000	 0.1045284633  	 0.9945218954
 6.2500000000	 0.1088668749  	 0.9940563382
 6.5000000000	 0.1132032138  	 0.9935718557
 6.7500000000	 0.1175373975  	 0.9930684570
 7.0000000000	 0.1218693434  	 0.9925461516
 7.2500000000	 0.1261989691  	 0.9920049497
 7.5000000000	 0.1305261922  	 0.9914448614
 7.7500000000	 0.1348509303  	 0.9908658974
 8.0000000000	 0.1391731010  	 0.9902680687
 8.2500000000	 0.1434926220  	 0.9896513868
 8.5000000000	 0.1478094111  	 0.9890158634
 8.7500000000	 0.1521233862  	 0.9883615105
 9.0000000000	 0.1564344650  	 0.9876883406
 9.2500000000	 0.1607425656  	 0.9869963666
 9.5000000000	 0.1650476059  	 0.9862856015
 9.7500000000	 0.1693495038  	 0.9855560591
10.0000000000	 0.1736481777  	 0.9848077530
10.2500000000	 0.1779435455  	 0.9840406976
10.5000000000	 0.1822355255  	 0.9832549076
10.7500000000	 0.1865240360  	 0.9824503977
11.0000000000	 0.1908089954  	 0.9816271834
11.2500000000	 0.1950903220  	 0.9807852804
11.5000000000	 0.1993679344  	 0.9799247046
11.7500000000	 0.2036417511  	 0.9790454725
12.0000000000	 0.2079116908  	 0.9781476007
12.2500000000	 0.2121776722  	 0.9772311065
12.5000000000	 0.2164396139  	 0.9762960071
12.7500000000	 0.2206974350  	 0.9753423205
13.0000000000	 0.2249510543  	 0.9743700648
13.2500000000	 0.2292003909  	 0.9733792585
13.5000000000	 0.2334453639  	 0.9723699204
13.7500000000	 0.2376858923  	 0.9713420698
14.0000000000	 0.2419218956  	 0.9702957263
14.2500000000	 0.2461532930  	 0.9692309097
14.5000000000	 0.2503800041  	 0.9681476404
14.7500000000	 0.2546019482  	 0.9670459389
15.0000000000	 0.2588190451  	 0.9659258263
15.2500000000	 0.2630312145  	 0.9647873238
15.5000000000	 0.2672383761  	 0.9636304532
15.7500000000	 0.2714404499  	 0.9624552365
16.0000000000	 0.2756373558  	 0.9612616959
16.2500000000	 0.2798290140  	 0.9600498544
16.5000000000	 0.2840153447  	 0.9588197349
16.7500000000	 0.2881962681  	 0.9575713608
17.0000000000	 0.2923717047  	 0.9563047560
17.2500000000	 0.2965415750  	 0.9550199445
17.5000000000	 0.3007057995  	 0.9537169507
17.7500000000	 0.3048642990  	 0.9523957996
18.0000000000	 0.3090169944  	 0.9510565163
18.2500000000	 0.3131638065  	 0.9496991262
18.5000000000	 0.3173046564  	 0.9483236552
18.7500000000	 0.3214394653  	 0.9469301295
19.0000000000	 0.3255681545  	 0.9455185756
19.2500000000	 0.3296906453  	 0.9440890204
19.5000000000	 0.3338068592  	 0.9426414911
19.7500000000	 0.3379167180  	 0.9411760153
20.0000000000	 0.3420201433  	 0.9396926208
20.2500000000	 0.3461170571  	 0.9381913359
20.5000000000	 0.3502073813  	 0.9366721892
20.7500000000	 0.3542910380  	 0.9351352097
21.0000000000	 0.3583679495  	 0.9335804265
21.2500000000	 0.3624380383  	 0.9320078693
21.5000000000	 0.3665012267  	 0.9304175680
21.7500000000	 0.3705574375  	 0.9288095529
22.0000000000	 0.3746065934  	 0.9271838546
22.2500000000	 0.3786486174  	 0.9255405040
22.5000000000	 0.3826834324  	 0.9238795325
22.7500000000	 0.3867109616  	 0.9222009717
23.0000000000	 0.3907311285  	 0.9205048535
23.2500000000	 0.3947438564  	 0.9187912101
23.5000000000	 0.3987490689  	 0.9170600744
23.7500000000	 0.4027466899  	 0.9153114791
24.0000000000	 0.4067366431  	 0.9135454576
24.2500000000	 0.4107188526  	 0.9117620436
24.5000000000	 0.4146932427  	 0.9099612709
24.7500000000	 0.4186597375  	 0.9081431738
25.0000000000	 0.4226182617  	 0.9063077870
25.2500000000	 0.4265687399  	 0.9044551455
25.5000000000	 0.4305110968  	 0.9025852843
25.7500000000	 0.4344452574  	 0.9006982393
26.0000000000	 0.4383711468  	 0.8987940463
26.2500000000	 0.4422886902  	 0.8968727415
26.5000000000	 0.4461978131  	 0.8949343616
26.7500000000	 0.4500984410  	 0.8929789434
27.0000000000	 0.4539904997  	 0.8910065242
27.2500000000	 0.4578739151  	 0.8890171415
27.5000000000	 0.4617486132  	 0.8870108332
27.7500000000	 0.4656145203  	 0.8849876375
28.0000000000	 0.4694715628  	 0.8829475929
28.2500000000	 0.4733196672  	 0.8808907382
28.5000000000	 0.4771587603  	 0.8788171127
28.7500000000	 0.4809887689  	 0.8767267557
29.0000000000	 0.4848096202  	 0.8746197071
29.2500000000	 0.4886212415  	 0.8724960071
29.5000000000	 0.4924235601  	 0.8703556959
29.7500000000	 0.4962165037  	 0.8681988145
30.0000000000	 0.5000000000  	 0.8660254038
30.2500000000	 0.5037739770  	 0.8638355052
30.5000000000	 0.5075383630  	 0.8616291604
30.7500000000	 0.5112930861  	 0.8594064115
31.0000000000	 0.5150380749  	 0.8571673007
31.2500000000	 0.5187732582  	 0.8549118707
31.5000000000	 0.5224985647  	 0.8526401644
31.7500000000	 0.5262139237  	 0.8503522250
32.0000000000	 0.5299192642  	 0.8480480962
32.2500000000	 0.5336145159  	 0.8457278217
32.5000000000	 0.5372996083  	 0.8433914458
32.7500000000	 0.5409744714  	 0.8410390130
33.0000000000	 0.5446390350  	 0.8386705679
33.2500000000	 0.5482932295  	 0.8362861558
33.5000000000	 0.5519369853  	 0.8338858221
33.7500000000	 0.5555702330  	 0.8314696123
34.0000000000	 0.5591929035  	 0.8290375726
34.2500000000	 0.5628049277  	 0.8265897491
34.5000000000	 0.5664062369  	 0.8241261886
